Project_ID,Description,Type,Location,Site_Conditions,Square_Footage,Floors,Units,Foundation,Framing,Exterior_Finish,Roofing,HVAC,Plumbing,Electrical,Fire_Protection,Permitting_Fees,cost_estimation
173,Projet New building,Commercial,"Moscow, Russia",6,97008,4,34,Basement,Wood,Brick,Tiles,central system gaz,PVC_Pipe,340,True,3550.59,66500
174,Projet New building,Residential,"kazan, Russia",3,54233,2,63,Slab,Concrete,Stucco,Shingles,central system electric,Rigid_Copper_Pipe,459,False,2846.18,81200
175,Projet Renovation,Commercial,"Moscow, Russia",3,41198,2,83,Crawlspace,Concrete,Siding,Tiles,central system gaz,PEX_Pipe,948,True,1227.9,101200
176,Projet Renovation,Industrial,"Moscow, Russia",1,8112,8,39,Slab,Steel,Siding,Tiles,central system gaz,PEX_Pipe,842,True,3380.83,73000
177,Projet Renovation,Commercial,"Ekaterinburg, Russia",8,81029,6,10,Crawlspace,Wood,Stucco,Metal,central system electric,ABS_Pipe,432,False,2390.54,49500
178,Projet New building,Industrial,"Tambov, Russia",10,85527,4,11,Slab,Concrete,Stucco,Shingles,central system electric,Braided_Pipe,997,False,1359.35,43200
179,Projet Renovation,Residential,"Saint-peterburg, Russia",2,45530,10,87,Slab,Steel,Stucco,Tiles,central system electric,Rigid_Copper_Pipe,123,False,1645.11,127000
180,Projet New building,Industrial,"Saint-peterburg, Russia",10,70400,9,2,Crawlspace,Wood,Stucco,Tiles,central system electric,PVC_Pipe,670,False,4192.83,50000
181,Projet New building,Residential,"Moscow, Russia",10,35573,5,98,Basement,Concrete,Siding,Tiles,central system gaz,Flexi_Pipe,651,False,3623.1,131700
182,Projet New building,Residential,"Tambov, Russia",1,65712,9,27,Slab,Steel,Brick,Metal,central system electric,PEX_Pipe,356,False,4143.97,65500
183,Projet New building,Residential,"Ekaterinburg, Russia",8,24413,1,34,Slab,Steel,Siding,Tiles,central system gaz,Rigid_Copper_Pipe,902,True,1048.42,55000
184,Projet New building,Industrial,"kazan, Russia",6,42900,7,61,Crawlspace,Concrete,Brick,Shingles,central system gaz,PVC_Pipe,351,False,2262.13,105200
185,Projet New building,Commercial,"Tambov, Russia",3,40786,4,89,Basement,Wood,Siding,Metal,central system gaz,Rigid_Copper_Pipe,973,True,2317.16,113000
186,Projet New building,Residential,"Tambov, Russia",2,31899,5,85,Basement,Wood,Siding,Metal,central system electric,Rigid_Copper_Pipe,115,False,1507.26,112000
187,Projet New building,Residential,"Saint-peterburg, Russia",6,99999,8,69,Basement,Wood,Siding,Tiles,central system gaz,Flexi_Pipe,365,False,1017.91,112500
188,Projet New building,Industrial,"Saint-peterburg, Russia",5,1009,1,54,Slab,Steel,Siding,Shingles,central system gaz,PEX_Pipe,863,False,884.73,69000
189,Projet New building,Industrial,"Ekaterinburg, Russia",5,41187,9,45,Basement,Concrete,Siding,Tiles,central system electric,ABS_Pipe,628,False,1248.81,82700
190,Projet New building,Residential,"Ekaterinburg, Russia",2,70696,7,89,Slab,Concrete,Siding,Metal,central system gaz,Flexi_Pipe,697,False,1886.72,120700
191,Projet New building,Industrial,"Moscow, Russia",8,25818,6,11,Crawlspace,Wood,Stucco,Tiles,central system gaz,Braided_Pipe,661,True,3560.23,50000
192,Projet New building,Residential,"Moscow, Russia",7,30543,6,2,Slab,Concrete,Brick,Tiles,central system electric,Braided_Pipe,935,False,579.75,39200
193,Projet Renovation,Industrial,"kazan, Russia",10,33500,1,67,Slab,Concrete,Brick,Shingles,central system electric,Rigid_Copper_Pipe,962,True,621.56,91200
194,Projet Renovation,Residential,"Tambov, Russia",8,60296,6,59,Slab,Concrete,Stucco,Metal,central system electric,ABS_Pipe,358,False,781.82,95700
195,Projet Renovation,Residential,"Moscow, Russia",6,32625,6,48,Slab,Steel,Siding,Metal,central system gaz,PEX_Pipe,648,False,698.59,84500
196,Projet New building,Commercial,"Saint-peterburg, Russia",4,60215,5,66,Crawlspace,Steel,Stucco,Metal,central system gaz,PVC_Pipe,186,False,2624.35,93500
197,Projet New building,Commercial,"kazan, Russia",5,32731,6,97,Slab,Steel,Brick,Metal,central system electric,PVC_Pipe,214,True,1844.36,126500
198,Projet New building,Residential,"kazan, Russia",10,13268,8,87,Crawlspace,Wood,Stucco,Shingles,central system gaz,Rigid_Copper_Pipe,709,True,3049.28,134000
199,Projet New building,Commercial,"Tambov, Russia",8,56774,7,11,Crawlspace,Wood,Stucco,Tiles,central system electric,PVC_Pipe,173,False,1233.43,53000
200,Projet Renovation,Residential,"Ekaterinburg, Russia",6,18872,8,17,Basement,Steel,Siding,Metal,central system gaz,Rigid_Copper_Pipe,311,True,2939.19,60000
201,Projet Renovation,Residential,"Tambov, Russia",7,54494,2,48,Basement,Wood,Brick,Metal,central system gaz,PEX_Pipe,286,False,760.09,75000
202,Projet New building,Residential,"kazan, Russia",9,7007,9,13,Crawlspace,Wood,Brick,Metal,central system electric,Rigid_Copper_Pipe,788,False,1267.71,62500
203,Projet Renovation,Industrial,"kazan, Russia",2,42409,7,38,Crawlspace,Concrete,Siding,Tiles,central system gaz,ABS_Pipe,231,False,4134.26,71200
204,Projet New building,Commercial,"Ekaterinburg, Russia",5,54156,8,32,Basement,Concrete,Brick,Shingles,central system electric,Braided_Pipe,259,True,1572.13,69700
205,Projet New building,Industrial,"Saint-peterburg, Russia",9,74497,3,57,Crawlspace,Wood,Brick,Tiles,central system gaz,PEX_Pipe,266,False,3872.41,88000
206,Projet New building,Commercial,"Saint-peterburg, Russia",3,5884,6,7,Crawlspace,Steel,Stucco,Shingles,central system electric,Flexi_Pipe,802,False,2917.59,39000
207,Projet New building,Commercial,"Moscow, Russia",1,20362,7,35,Slab,Wood,Siding,Shingles,central system electric,Rigid_Copper_Pipe,660,False,1276.08,69000
208,Projet New building,Commercial,"Tambov, Russia",10,3885,9,99,Slab,Wood,Siding,Metal,central system gaz,Flexi_Pipe,725,True,4125.26,145500
209,Projet Renovation,Commercial,"Saint-peterburg, Russia",1,79123,7,61,Slab,Wood,Siding,Shingles,central system electric,PEX_Pipe,224,False,528.64,95000
210,Projet Renovation,Industrial,"Tambov, Russia",8,84977,3,74,Crawlspace,Steel,Brick,Metal,central system gaz,PVC_Pipe,693,True,3121.43,104500
211,Projet Renovation,Residential,"kazan, Russia",5,20797,3,96,Slab,Steel,Stucco,Tiles,central system electric,Braided_Pipe,102,True,3037.84,115000
212,Projet Renovation,Residential,"kazan, Russia",4,38053,6,76,Slab,Wood,Siding,Tiles,central system gaz,Braided_Pipe,601,False,3264.84,105000
213,Projet Renovation,Commercial,"Moscow, Russia",2,59597,2,10,Crawlspace,Concrete,Siding,Tiles,central system electric,PVC_Pipe,973,False,1691.28,28200
214,Projet New building,Industrial,"Moscow, Russia",10,55692,1,11,Slab,Concrete,Stucco,Tiles,central system gaz,Flexi_Pipe,820,False,244.05,32200
215,Projet New building,Residential,"Tambov, Russia",5,98228,7,41,Crawlspace,Steel,Siding,Shingles,central system electric,Rigid_Copper_Pipe,389,False,1345.67,76000
216,Projet New building,Industrial,"Ekaterinburg, Russia",9,85805,6,51,Crawlspace,Concrete,Stucco,Metal,central system gaz,Braided_Pipe,758,True,782.99,89700
217,Projet New building,Commercial,"Moscow, Russia",8,16460,8,13,Basement,Concrete,Brick,Shingles,central system electric,Flexi_Pipe,159,False,1832.43,58700
218,Projet Renovation,Residential,"Saint-peterburg, Russia",8,78103,7,62,Slab,Concrete,Stucco,Shingles,central system electric,Rigid_Copper_Pipe,552,True,2077.95,103200
219,Projet New building,Industrial,"Tambov, Russia",5,11459,10,49,Basement,Wood,Stucco,Metal,central system gaz,PEX_Pipe,595,False,4829.84,91000
220,Projet Renovation,Commercial,"Moscow, Russia",5,30952,1,75,Slab,Steel,Brick,Shingles,central system gaz,Braided_Pipe,669,True,2404.09,91000
221,Projet New building,Commercial,"Ekaterinburg, Russia",2,24846,2,38,Crawlspace,Steel,Stucco,Shingles,central system electric,PEX_Pipe,299,True,1121.62,58000
222,Projet Renovation,Residential,"Tambov, Russia",7,38936,1,61,Crawlspace,Wood,Stucco,Metal,central system electric,PVC_Pipe,647,True,4712.62,85500
223,Projet Renovation,Industrial,"Ekaterinburg, Russia",2,42229,10,31,Basement,Steel,Siding,Metal,central system gaz,PVC_Pipe,172,True,3652.92,72000
224,Projet New building,Commercial,"Ekaterinburg, Russia",3,29600,4,64,Basement,Steel,Siding,Shingles,central system gaz,Rigid_Copper_Pipe,632,False,2344.42,88500
225,Projet Renovation,Industrial,"Ekaterinburg, Russia",5,69031,6,17,Slab,Wood,Brick,Shingles,central system electric,Braided_Pipe,469,False,4706.96,49000
226,Projet Renovation,Industrial,"kazan, Russia",6,6221,5,19,Slab,Steel,Siding,Metal,central system electric,PVC_Pipe,128,True,968.93,52500
227,Projet Renovation,Commercial,"Tambov, Russia",2,1861,7,62,Crawlspace,Steel,Stucco,Shingles,central system gaz,ABS_Pipe,782,False,2426.6,97000
228,Projet New building,Commercial,"Moscow, Russia",8,80387,5,47,Basement,Wood,Stucco,Shingles,central system electric,ABS_Pipe,655,False,1177.87,83500
229,Projet Renovation,Residential,"Tambov, Russia",9,8821,10,50,Slab,Steel,Brick,Tiles,central system electric,ABS_Pipe,658,False,1032.18,99000
230,Projet Renovation,Residential,"Moscow, Russia",6,98386,10,8,Slab,Wood,Brick,Shingles,central system gaz,Flexi_Pipe,758,False,1414.64,60000
231,Projet New building,Commercial,"Moscow, Russia",3,79777,5,42,Basement,Steel,Brick,Metal,central system electric,Rigid_Copper_Pipe,646,True,4765.13,69000
232,Projet Renovation,Commercial,"Saint-peterburg, Russia",2,61825,8,84,Crawlspace,Steel,Stucco,Tiles,central system gaz,Braided_Pipe,709,False,4628.49,120000
233,Projet New building,Industrial,"Tambov, Russia",2,71595,4,52,Basement,Concrete,Stucco,Metal,central system electric,Rigid_Copper_Pipe,513,True,1694.31,75200
234,Projet New building,Residential,"Moscow, Russia",6,55971,3,76,Slab,Wood,Siding,Tiles,central system gaz,Flexi_Pipe,170,False,927.69,104000
235,Projet New building,Residential,"Moscow, Russia",8,80031,7,39,Basement,Steel,Siding,Tiles,central system gaz,PEX_Pipe,506,False,3157.78,78500
236,Projet New building,Residential,"Saint-peterburg, Russia",7,51498,10,79,Basement,Wood,Stucco,Metal,central system electric,Braided_Pipe,302,True,3893.23,129000
237,Projet Renovation,Industrial,"Saint-peterburg, Russia",10,19175,1,98,Crawlspace,Wood,Stucco,Tiles,central system electric,Flexi_Pipe,486,False,4256.57,122000
238,Projet New building,Commercial,"Moscow, Russia",5,22635,9,30,Slab,Wood,Siding,Shingles,central system gaz,Braided_Pipe,268,False,2971.39,70000
239,Projet New building,Residential,"Tambov, Russia",6,78292,8,52,Slab,Wood,Stucco,Metal,central system gaz,PVC_Pipe,652,False,2928.15,95500
240,Projet Renovation,Industrial,"kazan, Russia",7,78214,9,72,Slab,Wood,Stucco,Tiles,central system electric,Rigid_Copper_Pipe,918,True,246.84,118000
241,Projet New building,Commercial,"Ekaterinburg, Russia",9,72024,2,44,Basement,Wood,Brick,Shingles,central system electric,Rigid_Copper_Pipe,345,True,4483.79,72500
242,Projet Renovation,Residential,"Moscow, Russia",5,76800,9,25,Basement,Wood,Stucco,Metal,central system gaz,ABS_Pipe,612,False,2412.37,64000
243,Projet New building,Commercial,"Moscow, Russia",7,66364,10,84,Basement,Steel,Stucco,Metal,central system electric,PVC_Pipe,473,False,1763.43,133000
244,Projet New building,Industrial,"Tambov, Russia",3,85998,9,71,Slab,Steel,Brick,Shingles,central system gaz,ABS_Pipe,426,False,3503.28,111000
245,Projet Renovation,Commercial,"Ekaterinburg, Russia",3,9817,4,32,Basement,Concrete,Stucco,Tiles,central system gaz,Braided_Pipe,387,True,4190.4,54700
246,Projet New building,Industrial,"Saint-peterburg, Russia",4,47900,10,45,Crawlspace,Concrete,Stucco,Tiles,central system electric,Flexi_Pipe,552,True,1908.51,87200
247,Projet New building,Commercial,"Ekaterinburg, Russia",7,9891,7,47,Crawlspace,Concrete,Brick,Metal,central system electric,Rigid_Copper_Pipe,330,False,1175.61,89700
248,Projet Renovation,Residential,"Tambov, Russia",10,62404,1,3,Crawlspace,Concrete,Brick,Metal,central system electric,PEX_Pipe,520,False,716.09,27700
249,Projet Renovation,Commercial,"Ekaterinburg, Russia",8,61927,4,72,Crawlspace,Wood,Brick,Shingles,central system gaz,PVC_Pipe,228,False,589.38,108000
250,Projet Renovation,Commercial,"Moscow, Russia",4,94194,2,67,Crawlspace,Concrete,Stucco,Shingles,central system gaz,Flexi_Pipe,759,False,506.15,87200
251,Projet New building,Commercial,"Tambov, Russia",4,44674,7,81,Slab,Concrete,Brick,Metal,central system gaz,ABS_Pipe,359,False,970.26,113700
252,Projet Renovation,Commercial,"kazan, Russia",5,35191,10,44,Crawlspace,Steel,Siding,Tiles,central system gaz,Rigid_Copper_Pipe,393,False,3358.1,86000
253,Projet New building,Residential,"Ekaterinburg, Russia",5,73857,4,27,Slab,Wood,Siding,Shingles,central system gaz,Braided_Pipe,828,True,3564.73,52000
254,Projet Renovation,Industrial,"Ekaterinburg, Russia",7,99186,6,46,Crawlspace,Concrete,Brick,Shingles,central system electric,Flexi_Pipe,544,True,2562.14,87200
255,Projet Renovation,Commercial,"Moscow, Russia",1,1938,10,31,Slab,Wood,Brick,Tiles,central system gaz,PVC_Pipe,652,True,3270.01,73000
256,Projet New building,Commercial,"Saint-peterburg, Russia",1,15055,8,23,Basement,Concrete,Siding,Tiles,central system gaz,PEX_Pipe,397,True,3060.69,57700
257,Projet Renovation,Industrial,"kazan, Russia",2,7223,1,5,Crawlspace,Steel,Stucco,Metal,central system electric,Rigid_Copper_Pipe,668,False,4942.8,20500
258,Projet Renovation,Residential,"Tambov, Russia",5,41556,2,78,Crawlspace,Concrete,Stucco,Shingles,central system electric,Rigid_Copper_Pipe,758,True,2791.13,98200
259,Projet Renovation,Commercial,"kazan, Russia",2,71178,2,1,Slab,Concrete,Brick,Tiles,central system gaz,PEX_Pipe,215,False,4301.07,18200
260,Projet New building,Residential,"kazan, Russia",9,83120,1,16,Crawlspace,Wood,Siding,Shingles,central system gaz,ABS_Pipe,889,False,2994.19,42000
261,Projet Renovation,Residential,"Tambov, Russia",2,78626,7,11,Basement,Concrete,Stucco,Metal,central system electric,Rigid_Copper_Pipe,862,False,2788.51,43200
262,Projet Renovation,Industrial,"Ekaterinburg, Russia",4,77973,3,66,Crawlspace,Concrete,Brick,Tiles,central system gaz,ABS_Pipe,409,False,4740.29,88200
263,Projet New building,Residential,"Tambov, Russia",10,97900,5,66,Basement,Concrete,Stucco,Tiles,central system gaz,ABS_Pipe,572,True,278.05,99700
264,Projet Renovation,Industrial,"Tambov, Russia",10,17242,6,9,Slab,Steel,Brick,Tiles,central system gaz,PVC_Pipe,464,False,3980.4,46000
265,Projet Renovation,Residential,"kazan, Russia",7,35838,4,86,Slab,Steel,Stucco,Tiles,central system electric,PVC_Pipe,536,False,3255.95,116000
266,Projet Renovation,Commercial,"Ekaterinburg, Russia",5,80547,5,5,Basement,Concrete,Brick,Shingles,central system electric,Rigid_Copper_Pipe,581,False,417.66,33700
267,Projet New building,Industrial,"Saint-peterburg, Russia",7,85584,3,54,Basement,Steel,Stucco,Tiles,central system gaz,Flexi_Pipe,755,False,1839.16,81500
268,Projet New building,Commercial,"Moscow, Russia",10,8223,10,73,Crawlspace,Steel,Brick,Metal,central system gaz,Rigid_Copper_Pipe,303,False,2456.5,124500
269,Projet New building,Residential,"Moscow, Russia",4,80954,10,48,Crawlspace,Wood,Brick,Metal,central system electric,ABS_Pipe,566,False,4836.79,92500
270,Projet New building,Residential,"Saint-peterburg, Russia",10,80571,1,91,Slab,Concrete,Brick,Metal,central system gaz,PEX_Pipe,824,True,212.45,113700
271,Projet New building,Commercial,"Ekaterinburg, Russia",9,46676,6,90,Basement,Steel,Siding,Shingles,central system electric,Flexi_Pipe,558,False,4700.68,128500
272,Projet New building,Industrial,"Saint-peterburg, Russia",4,63829,5,84,Crawlspace,Steel,Siding,Tiles,central system gaz,PEX_Pipe,352,False,958.56,111000
273,Projet New building,Residential,"Saint-peterburg, Russia",4,26689,5,61,Basement,Concrete,Brick,Shingles,central system gaz,ABS_Pipe,804,True,4366.96,89700
274,Projet New building,Industrial,"Ekaterinburg, Russia",4,12658,5,32,Crawlspace,Concrete,Brick,Tiles,central system electric,PEX_Pipe,360,True,4026.68,60200
275,Projet New building,Commercial,"Ekaterinburg, Russia",9,69510,5,77,Slab,Concrete,Brick,Shingles,central system electric,PEX_Pipe,217,True,3221.36,113200
276,Projet New building,Residential,"Tambov, Russia",5,71113,8,92,Crawlspace,Wood,Siding,Tiles,central system electric,ABS_Pipe,277,True,3146.24,129000
277,Projet Renovation,Industrial,"Tambov, Russia",4,38450,3,39,Crawlspace,Concrete,Siding,Metal,central system electric,Flexi_Pipe,381,True,1648.19,60700
278,Projet New building,Industrial,"Ekaterinburg, Russia",2,31282,2,100,Crawlspace,Wood,Brick,Metal,central system electric,ABS_Pipe,626,False,800.69,120500
279,Projet New building,Industrial,"Moscow, Russia",3,62230,7,25,Basement,Wood,Stucco,Metal,central system gaz,Rigid_Copper_Pipe,569,True,1861.79,58000
280,Projet Renovation,Industrial,"kazan, Russia",10,7104,4,20,Basement,Concrete,Brick,Metal,central system electric,PEX_Pipe,733,True,1732.39,52200
281,Projet Renovation,Commercial,"Saint-peterburg, Russia",5,13708,1,17,Basement,Wood,Stucco,Metal,central system electric,Braided_Pipe,747,False,1917.84,32000
282,Projet Renovation,Industrial,"Tambov, Russia",3,21967,2,58,Crawlspace,Wood,Siding,Shingles,central system electric,Braided_Pipe,145,False,3356.41,79000
283,Projet Renovation,Industrial,"Moscow, Russia",10,28549,9,75,Basement,Steel,Stucco,Metal,central system electric,Flexi_Pipe,482,False,3702.75,121000
284,Projet New building,Commercial,"kazan, Russia",8,23542,5,1,Basement,Concrete,Siding,Metal,central system electric,Flexi_Pipe,423,True,1285.76,35200
285,Projet New building,Commercial,"Ekaterinburg, Russia",7,56805,1,100,Slab,Concrete,Brick,Shingles,central system electric,Flexi_Pipe,450,True,1975.13,124200
286,Projet Renovation,Residential,"Ekaterinburg, Russia",10,92416,6,50,Slab,Wood,Stucco,Tiles,central system electric,Flexi_Pipe,989,True,3706.15,87000
287,Projet New building,Industrial,"Saint-peterburg, Russia",6,86165,10,51,Slab,Concrete,Stucco,Metal,central system electric,PVC_Pipe,692,False,4557.03,99700
288,Projet New building,Commercial,"Moscow, Russia",2,67424,7,60,Basement,Steel,Stucco,Tiles,central system electric,PEX_Pipe,313,True,4096.95,91500
289,Projet Renovation,Commercial,"Tambov, Russia",6,37897,9,80,Crawlspace,Steel,Stucco,Tiles,central system electric,Flexi_Pipe,448,False,2399.63,127000
290,Projet New building,Industrial,"Tambov, Russia",5,30044,5,46,Basement,Wood,Stucco,Tiles,central system electric,Braided_Pipe,984,True,3924.46,72500
291,Projet Renovation,Industrial,"Moscow, Russia",2,71443,10,76,Slab,Steel,Brick,Metal,central system electric,ABS_Pipe,572,True,2636.46,117500
292,Projet Renovation,Residential,"Ekaterinburg, Russia",3,15771,6,4,Slab,Steel,Siding,Tiles,central system electric,Braided_Pipe,886,True,3516.81,32000
293,Projet Renovation,Residential,"Moscow, Russia",1,26257,1,34,Basement,Wood,Stucco,Metal,central system gaz,Rigid_Copper_Pipe,508,False,3525.58,49000
294,Projet Renovation,Industrial,"Saint-peterburg, Russia",6,36712,3,82,Basement,Steel,Siding,Tiles,central system gaz,ABS_Pipe,668,True,1951.94,109500
295,Projet New building,Residential,"kazan, Russia",5,66675,8,44,Slab,Concrete,Brick,Shingles,central system gaz,PVC_Pipe,221,False,2799.61,81200
296,Projet Renovation,Industrial,"kazan, Russia",6,19939,6,83,Basement,Steel,Brick,Shingles,central system electric,Flexi_Pipe,811,False,4379.8,122500
297,Projet New building,Commercial,"Moscow, Russia",8,99998,6,58,Crawlspace,Wood,Brick,Shingles,central system gaz,Rigid_Copper_Pipe,822,False,2695.59,100000
298,Projet Renovation,Commercial,"Ekaterinburg, Russia",7,35899,1,64,Slab,Concrete,Siding,Shingles,central system gaz,Rigid_Copper_Pipe,612,True,3774.11,87200
299,Projet Renovation,Commercial,"Tambov, Russia",5,71980,6,71,Basement,Concrete,Siding,Metal,central system electric,Flexi_Pipe,493,False,959.71,100200
300,Projet Renovation,Commercial,"kazan, Russia",9,81569,7,48,Slab,Wood,Siding,Tiles,central system gaz,Rigid_Copper_Pipe,259,True,2712.98,88000
301,Projet Renovation,Commercial,"Tambov, Russia",9,78217,7,58,Crawlspace,Steel,Siding,Tiles,central system gaz,Rigid_Copper_Pipe,989,False,2404.01,99000
302,Projet New building,Industrial,"Saint-peterburg, Russia",8,76829,7,39,Crawlspace,Wood,Siding,Metal,central system gaz,ABS_Pipe,968,False,3309.08,81500
303,Projet New building,Industrial,"Tambov, Russia",8,77721,6,81,Basement,Concrete,Stucco,Tiles,central system electric,PVC_Pipe,582,True,4249.6,117700
304,Projet New building,Commercial,"kazan, Russia",9,25763,7,74,Basement,Wood,Siding,Metal,central system electric,Flexi_Pipe,580,True,4837.08,115000
305,Projet New building,Commercial,"Saint-peterburg, Russia",7,96468,3,92,Crawlspace,Concrete,Siding,Tiles,central system gaz,PVC_Pipe,334,True,828.4,121200
306,Projet Renovation,Residential,"Tambov, Russia",1,25957,9,44,Slab,Steel,Siding,Shingles,central system electric,Braided_Pipe,335,True,1521.77,83000
307,Projet New building,Residential,"Moscow, Russia",1,93153,7,46,Slab,Steel,Brick,Shingles,central system electric,ABS_Pipe,426,True,187.15,80000
308,Projet Renovation,Residential,"Ekaterinburg, Russia",10,44114,4,90,Slab,Wood,Brick,Metal,central system electric,Rigid_Copper_Pipe,121,False,2378.9,122500
309,Projet New building,Industrial,"Moscow, Russia",6,99363,8,11,Crawlspace,Steel,Siding,Metal,central system gaz,PEX_Pipe,885,True,3523.96,55500
310,Projet Renovation,Commercial,"Ekaterinburg, Russia",1,21454,2,71,Crawlspace,Steel,Siding,Shingles,central system electric,PEX_Pipe,962,False,727.56,91000
311,Projet New building,Commercial,"Ekaterinburg, Russia",6,21593,7,93,Basement,Concrete,Siding,Shingles,central system gaz,Flexi_Pipe,525,True,762.71,134700
312,Projet New building,Industrial,"Saint-peterburg, Russia",6,70215,4,51,Basement,Concrete,Stucco,Metal,central system electric,PVC_Pipe,770,True,4441.68,82200
313,Projet New building,Commercial,"Ekaterinburg, Russia",6,17015,4,91,Slab,Steel,Stucco,Shingles,central system electric,Flexi_Pipe,384,True,573.67,123000
314,Projet Renovation,Industrial,"Tambov, Russia",3,4216,4,56,Basement,Steel,Stucco,Tiles,central system electric,PVC_Pipe,828,False,592.33,78500
315,Projet New building,Residential,"Saint-peterburg, Russia",7,78661,4,23,Basement,Concrete,Brick,Shingles,central system electric,Flexi_Pipe,144,False,1255.99,56700
316,Projet Renovation,Commercial,"Moscow, Russia",3,33589,2,49,Basement,Wood,Stucco,Tiles,central system gaz,PVC_Pipe,477,True,539.36,66500
317,Projet Renovation,Industrial,"kazan, Russia",3,39021,5,49,Slab,Wood,Siding,Tiles,central system gaz,PVC_Pipe,720,False,4310.64,75000
318,Projet New building,Commercial,"Ekaterinburg, Russia",5,72522,7,90,Slab,Wood,Brick,Metal,central system electric,Rigid_Copper_Pipe,727,True,709.61,123500
319,Projet New building,Commercial,"Tambov, Russia",4,58874,2,14,Slab,Concrete,Stucco,Shingles,central system electric,ABS_Pipe,721,False,3877.92,32200
320,Projet New building,Commercial,"Moscow, Russia",1,60741,8,62,Slab,Concrete,Stucco,Shingles,central system gaz,PVC_Pipe,356,True,2622.86,98200
321,Projet Renovation,Industrial,"Ekaterinburg, Russia",10,46841,2,80,Crawlspace,Concrete,Siding,Shingles,central system gaz,PVC_Pipe,273,False,4390.31,108200
322,Projet New building,Commercial,"Saint-peterburg, Russia",2,65200,2,52,Crawlspace,Steel,Stucco,Shingles,central system gaz,PEX_Pipe,855,True,2222.59,72000
323,Projet Renovation,Industrial,"Saint-peterburg, Russia",4,97497,2,93,Slab,Wood,Stucco,Metal,central system gaz,Braided_Pipe,990,False,3257.94,110500
324,Projet New building,Residential,"Ekaterinburg, Russia",3,52946,3,69,Basement,Concrete,Stucco,Metal,central system gaz,Rigid_Copper_Pipe,836,True,3741.1,89200
325,Projet Renovation,Industrial,"Ekaterinburg, Russia",10,42832,3,41,Crawlspace,Wood,Brick,Tiles,central system gaz,PVC_Pipe,832,True,297.0,72000
326,Projet Renovation,Residential,"Ekaterinburg, Russia",6,76711,7,88,Basement,Wood,Siding,Shingles,central system electric,Flexi_Pipe,425,False,2592.13,130500
327,Projet New building,Residential,"kazan, Russia",10,55979,5,53,Crawlspace,Concrete,Brick,Shingles,central system electric,Braided_Pipe,438,False,1918.66,91200
328,Projet New building,Industrial,"Saint-peterburg, Russia",7,19863,1,100,Crawlspace,Concrete,Siding,Metal,central system electric,Rigid_Copper_Pipe,611,False,3132.45,123700
329,Projet New building,Industrial,"Tambov, Russia",3,22234,2,38,Crawlspace,Concrete,Brick,Shingles,central system electric,ABS_Pipe,405,True,498.2,59200
330,Projet New building,Commercial,"Moscow, Russia",6,22208,9,27,Crawlspace,Wood,Stucco,Shingles,central system gaz,PVC_Pipe,179,False,1226.61,77000
331,Projet New building,Industrial,"Saint-peterburg, Russia",3,61561,10,78,Basement,Steel,Brick,Metal,central system gaz,PVC_Pipe,861,True,1959.76,120000
332,Projet New building,Industrial,"Ekaterinburg, Russia",2,48155,8,46,Slab,Wood,Brick,Shingles,central system gaz,Braided_Pipe,946,True,2990.97,84000
333,Projet New building,Residential,"Moscow, Russia",6,61775,10,41,Crawlspace,Wood,Brick,Tiles,central system electric,PEX_Pipe,562,False,4300.31,93000
334,Projet New building,Industrial,"Moscow, Russia",8,69332,9,41,Basement,Concrete,Stucco,Shingles,central system electric,Flexi_Pipe,400,True,3253.17,88700
335,Projet New building,Industrial,"Tambov, Russia",10,90013,9,45,Crawlspace,Concrete,Stucco,Metal,central system electric,Rigid_Copper_Pipe,740,True,1402.42,92700
336,Projet New building,Industrial,"Tambov, Russia",3,98994,5,54,Slab,Steel,Stucco,Shingles,central system electric,PVC_Pipe,829,True,1630.23,81000
337,Projet Renovation,Commercial,"Ekaterinburg, Russia",3,27051,1,68,Slab,Wood,Siding,Metal,central system electric,PVC_Pipe,833,True,2696.14,82500
338,Projet Renovation,Industrial,"kazan, Russia",3,74071,8,46,Basement,Steel,Stucco,Metal,central system electric,Rigid_Copper_Pipe,538,True,4283.98,81000
339,Projet Renovation,Industrial,"Tambov, Russia",10,50317,7,49,Slab,Concrete,Siding,Tiles,central system gaz,Flexi_Pipe,896,False,2383.99,88200
340,Projet New building,Commercial,"kazan, Russia",10,38700,1,3,Slab,Steel,Siding,Shingles,central system gaz,Rigid_Copper_Pipe,869,False,941.17,26000
341,Projet Renovation,Residential,"Tambov, Russia",4,7468,3,59,Basement,Concrete,Stucco,Tiles,central system gaz,PVC_Pipe,573,True,3180.76,78700
342,Projet New building,Residential,"Moscow, Russia",4,72269,5,80,Basement,Concrete,Stucco,Metal,central system gaz,Flexi_Pipe,939,True,3701.13,106200
343,Projet New building,Industrial,"kazan, Russia",2,35550,1,96,Basement,Wood,Stucco,Shingles,central system gaz,ABS_Pipe,174,True,4041.54,112500
344,Projet Renovation,Residential,"Moscow, Russia",1,49126,10,48,Basement,Wood,Siding,Metal,central system electric,Rigid_Copper_Pipe,780,True,3749.02,90000
345,Projet New building,Residential,"Moscow, Russia",6,74644,10,25,Crawlspace,Wood,Brick,Metal,central system electric,ABS_Pipe,395,False,921.02,77500
346,Projet Renovation,Industrial,"Saint-peterburg, Russia",2,23789,5,43,Slab,Concrete,Stucco,Metal,central system electric,PVC_Pipe,220,False,3330.69,68700
