Project_ID,Description,Type,Location,Site_Conditions,Square_Footage,Floors,Units,Foundation,Framing,Exterior_Finish,Roofing,HVAC,Plumbing,Electrical,Fire_Protection,Permitting_Fees,cost_estimation
339,2,1,1,1,53769,2,73,3,3,1,2,2,2,940,1,358.58,79000
340,1,3,3,4,43594,8,51,1,3,1,1,2,2,635,0,1254.0,75000
341,1,3,3,8,5045,9,58,1,2,3,2,2,4,168,1,1773.02,93000
342,1,2,3,6,89140,3,26,1,2,1,2,1,2,202,1,3603.48,43000
343,2,1,5,8,65793,14,82,2,1,1,1,2,1,210,0,4601.2,132000
344,1,3,2,8,52970,14,37,3,2,3,1,1,6,760,1,349.86,87000
345,2,2,3,7,37599,5,91,1,1,3,3,2,6,284,1,397.22,114000
346,2,3,2,1,62430,14,7,2,3,2,2,1,3,560,1,954.98,49000
347,1,1,1,2,53464,8,40,2,2,2,1,1,3,645,1,347.75,64000
348,1,3,2,9,90003,6,24,1,3,3,2,2,6,300,0,178.52,50000
349,2,2,5,9,99270,15,21,1,2,2,3,1,3,339,0,2696.75,74000
350,2,2,2,8,89191,3,57,1,3,3,1,1,5,429,1,2053.67,74000
351,2,3,5,8,99549,3,21,2,2,2,1,2,4,755,0,1200.8,38000
352,1,1,4,5,57420,10,33,3,3,3,1,1,4,182,1,1854.55,63000
353,2,2,5,8,75071,9,26,1,3,3,3,1,6,353,0,1704.46,61000
354,2,2,3,3,52073,6,26,2,2,2,3,1,3,915,1,1543.44,44000
355,2,3,1,8,49772,7,63,1,1,3,1,1,4,307,0,4206.78,92000
356,1,3,4,2,59058,11,17,3,1,1,1,2,5,295,0,4572.36,50000
357,1,2,5,9,62563,3,91,2,1,1,2,2,1,435,0,2019.29,108000
358,2,2,1,5,27954,10,55,3,3,1,3,2,3,608,1,1125.68,85000
359,2,1,4,7,82208,9,14,2,1,2,1,2,6,147,1,630.24,49000
360,2,2,2,6,78293,13,39,3,2,1,1,1,6,886,1,1917.26,86000
361,1,1,1,2,26681,4,46,1,2,1,2,1,2,124,0,4835.47,58000
362,2,3,3,8,2647,7,51,3,3,1,3,2,5,943,0,1506.35,80000
363,1,2,4,7,24962,9,64,3,3,3,1,2,2,897,0,1128.25,99000
364,1,3,5,2,83706,10,30,1,1,3,1,1,4,564,0,1291.21,60000
365,2,2,1,1,15841,5,11,1,2,3,3,1,3,901,1,642.24,26000
366,1,3,4,8,82394,13,31,1,1,2,3,2,6,395,1,2262.24,78000
367,2,3,3,6,94576,13,45,2,1,1,2,1,6,527,0,3009.79,92000
368,1,1,4,6,66635,8,49,3,3,3,3,2,6,936,1,2676.67,81000
369,2,2,1,9,99472,5,18,1,2,3,3,2,2,619,1,2323.58,41000
370,2,1,5,4,11005,6,19,1,1,3,1,1,1,604,1,3851.61,37000
371,2,2,3,2,52069,6,32,1,1,3,1,2,6,125,0,3691.3,50000
372,1,1,5,8,18318,4,62,1,1,2,3,1,5,317,0,2762.64,82000
373,1,1,4,7,63148,15,61,2,2,3,2,1,3,784,0,3468.09,114000
374,1,2,4,5,41862,7,51,2,3,1,2,1,5,774,0,114.78,72000
375,2,2,4,2,99953,8,41,2,2,1,2,2,6,129,1,289.92,65000
376,1,1,3,1,34677,6,21,2,3,2,2,1,5,995,1,672.66,39000
377,1,1,2,4,14615,6,5,1,1,3,2,2,4,438,0,4866.77,23000
378,1,1,2,6,44671,11,46,1,1,3,2,2,5,572,1,4480.46,87000
379,2,1,4,4,52612,15,44,2,1,2,1,2,1,909,0,3486.93,89000
380,1,2,5,4,7462,14,33,2,1,1,3,1,6,518,1,228.46,75000
381,2,1,1,2,81158,13,88,1,1,2,3,2,2,267,1,4505.0,127000
382,1,1,5,2,90073,8,71,1,3,2,3,2,2,803,0,3780.81,95000
383,1,1,3,2,76317,2,26,2,1,1,2,1,5,988,1,3851.74,32000
384,1,3,2,3,95111,2,95,3,2,3,1,1,6,131,1,4778.25,101000
385,1,1,4,4,43172,3,88,1,1,2,1,1,1,766,1,4248.03,97000
386,2,3,3,9,78178,10,71,2,1,2,3,2,4,541,1,2372.76,109000
387,2,3,2,2,30470,11,36,1,1,2,3,1,5,782,0,3685.42,69000
388,2,2,2,2,37327,13,32,3,2,2,2,2,3,639,1,3454.95,71000
389,1,1,1,10,39157,1,18,1,1,2,3,1,6,304,1,3168.4,29000
390,2,1,4,8,70253,7,12,2,1,1,2,2,1,738,1,3539.98,41000
391,1,2,1,5,18722,4,73,1,2,2,1,1,2,124,1,1199.82,85000
392,2,3,3,2,55587,3,33,3,1,2,2,2,1,931,1,3086.51,42000
393,2,3,4,6,20273,11,42,1,3,2,3,2,2,565,0,2337.55,83000
394,1,3,5,6,88963,14,14,2,2,1,1,2,5,837,1,1352.4,64000
395,2,3,3,4,74222,5,65,1,1,2,3,2,4,597,0,4045.63,80000
396,2,3,1,3,90473,4,21,1,1,1,3,2,1,693,1,2563.57,33000
397,1,3,2,8,17574,10,49,2,2,3,3,1,5,373,0,1021.78,87000
398,2,3,1,10,22744,14,32,1,2,3,2,2,6,944,0,664.2,82000
399,2,1,4,8,74024,8,37,1,2,2,3,2,5,907,0,4939.08,69000
400,1,1,5,6,55984,12,93,2,1,1,2,2,3,968,1,2915.99,137000
401,1,3,5,3,92226,8,60,1,3,1,1,2,6,442,1,1059.83,84000
402,2,3,5,3,84879,8,48,3,3,2,3,1,4,269,0,2890.22,72000
403,2,1,3,5,84977,6,28,3,3,3,3,2,5,723,0,2564.24,46000
404,1,2,2,10,38970,6,65,2,2,1,1,2,1,515,1,1180.61,91000
405,1,3,4,10,36551,5,28,2,1,3,1,1,6,358,0,1649.4,51000
406,2,3,5,4,67952,2,11,1,1,1,1,1,3,634,0,3096.53,17000
407,2,1,4,3,58119,14,27,3,1,3,2,1,6,656,1,1220.12,69000
408,2,2,2,9,15627,9,45,3,1,2,3,1,2,755,1,2007.36,80000
409,1,1,2,6,30596,10,1,2,3,2,2,2,4,526,1,4664.45,39000
410,2,2,4,10,20960,14,25,2,3,1,2,2,2,835,0,3856.0,75000
411,1,3,1,9,52221,4,56,1,3,1,1,2,6,637,0,1838.86,76000
412,1,3,4,3,57399,10,74,1,1,2,1,2,3,784,1,3148.9,104000
413,2,3,1,8,81294,10,80,1,3,2,1,1,1,150,0,2056.41,118000
414,2,3,4,1,65034,14,68,1,3,3,3,2,1,484,1,1845.7,110000
415,2,1,2,4,75350,9,87,1,3,3,2,2,1,555,0,1002.91,114000
416,2,1,5,10,94201,8,96,3,1,3,2,1,1,340,1,1578.91,128000
417,2,3,3,3,28428,11,71,1,3,2,2,2,3,693,0,4792.86,104000
418,2,3,5,5,56448,6,16,3,2,2,2,1,1,527,0,132.83,34000
419,1,3,1,5,20743,12,88,1,3,2,2,1,6,599,1,3977.8,124000
420,1,1,5,5,29756,11,88,3,2,3,1,2,1,297,1,133.39,121000
421,1,1,4,2,41084,11,86,1,2,2,3,2,2,628,1,2356.43,119000
422,2,1,2,6,57068,15,39,2,2,1,1,1,3,890,0,2166.69,92000
423,1,2,4,2,23857,3,40,2,2,2,3,2,2,560,0,1919.57,49000
424,1,1,3,9,74631,10,49,1,1,3,1,2,2,205,0,1827.0,87000
425,1,2,2,9,12272,7,100,2,3,2,2,1,6,398,1,750.57,129000
426,1,3,1,9,9326,15,47,1,1,1,2,2,6,424,0,1348.17,100000
427,1,1,2,4,5685,5,37,2,2,3,3,2,1,942,0,259.54,52000
428,2,3,5,1,94224,15,19,2,3,2,2,2,3,968,1,1095.82,64000
429,2,3,3,5,74568,15,61,1,2,2,1,2,3,806,1,1183.85,106000
430,1,3,4,6,37745,9,81,3,2,1,1,2,3,275,0,3792.43,116000
431,2,3,5,2,60191,6,94,2,3,3,2,2,4,801,0,4272.61,112000
432,1,2,2,8,60442,4,84,3,1,3,3,2,6,963,0,982.92,104000
433,1,3,1,3,60347,14,73,2,3,3,2,1,6,543,1,3770.31,115000
434,1,1,2,4,76369,15,35,3,3,3,3,1,3,282,0,2535.94,80000
435,2,3,3,7,76927,14,56,2,3,1,1,2,4,397,1,2754.42,106000
436,2,1,2,1,34210,13,21,1,3,3,2,1,5,269,1,4460.45,60000
437,2,3,2,3,7013,1,28,3,2,3,1,2,5,517,0,1856.9,31000
438,1,1,4,5,11560,9,84,2,3,3,2,2,4,743,1,746.45,111000
439,1,3,1,10,16826,5,8,3,3,2,3,1,3,398,0,1667.26,31000
440,1,3,5,1,93067,5,67,3,1,1,2,1,4,880,1,4346.82,82000
441,2,3,2,4,44251,5,55,2,2,1,3,2,1,107,0,1156.5,70000
442,1,3,4,8,25059,3,42,3,3,2,1,2,1,287,0,266.88,59000
443,1,2,5,1,55943,5,37,3,1,3,3,1,4,338,1,4289.68,52000
444,2,1,5,10,37934,2,55,1,3,2,1,2,2,144,0,3513.45,69000
445,2,2,1,10,3787,4,59,1,3,3,2,1,6,707,0,1628.27,79000
446,1,3,3,8,47500,2,24,2,3,2,1,1,1,505,0,3724.23,38000
447,1,1,5,9,79875,14,20,3,3,2,3,1,4,360,1,2071.31,70000
448,1,3,2,5,94198,7,51,2,2,2,2,1,6,802,1,3610.02,72000
449,1,3,3,9,98903,13,40,2,2,2,1,1,5,996,0,1663.38,87000
450,2,1,4,4,13917,1,76,2,2,1,1,2,3,492,0,1321.75,79000
451,1,1,1,10,53712,14,75,1,2,1,1,2,5,195,0,693.17,125000
452,1,1,1,9,49164,9,9,2,2,1,1,1,5,139,1,4035.94,44000
453,1,3,4,7,3092,6,65,3,3,2,2,2,6,416,1,3904.93,91000
454,1,2,2,5,7541,7,77,3,3,1,3,1,1,599,1,638.96,98000
455,2,3,1,9,77620,12,42,2,2,1,1,2,5,222,0,2369.62,86000
456,2,3,3,8,76832,15,33,2,3,1,3,2,6,294,1,1094.0,86000
457,1,2,3,7,81698,6,7,1,1,3,3,2,5,473,1,1797.21,33000
458,1,3,2,10,87646,12,3,1,3,3,3,2,5,632,0,991.5,47000
459,2,1,1,2,20717,5,76,2,1,2,1,2,4,323,1,2322.28,91000
460,2,2,2,7,64358,9,81,1,3,2,2,1,6,661,1,3463.77,116000
461,2,1,1,10,46671,6,99,2,1,1,1,2,2,714,0,2841.24,125000
462,1,2,4,9,58196,6,66,1,1,1,3,1,5,923,1,4476.06,92000
463,2,3,3,4,65913,12,73,1,1,1,3,2,1,579,1,4258.3,109000
464,1,2,5,9,66309,8,16,2,2,1,2,1,2,715,1,3162.15,48000
465,2,2,2,10,15150,2,74,3,2,1,1,2,1,150,1,1482.03,88000
466,2,1,4,2,30001,2,8,2,1,3,1,1,4,642,0,2154.18,14000
467,1,1,4,9,94518,9,7,2,3,1,3,1,2,594,1,4801.83,42000
468,1,3,1,6,24556,2,63,1,1,1,1,2,6,565,0,344.05,77000
469,1,2,2,8,54853,8,54,3,2,1,2,2,1,670,0,2724.54,86000
470,2,1,5,3,9541,5,77,3,2,2,1,1,3,819,0,2288.4,92000
471,2,1,4,6,59481,3,56,2,1,1,2,1,2,802,0,2802.37,73000
472,1,3,2,2,45895,8,67,2,1,3,2,2,3,340,0,3154.8,91000
473,2,3,3,5,37560,8,63,2,3,2,1,2,3,281,0,1305.93,87000
474,1,3,5,9,61963,6,13,2,1,3,1,1,2,815,0,4749.88,39000
475,2,3,4,4,32028,11,89,2,1,2,3,2,4,879,0,3696.35,122000
476,2,3,2,3,22922,11,67,3,2,3,3,2,2,258,0,1015.83,100000
477,2,1,4,5,50567,3,47,2,1,2,3,2,1,799,1,2717.4,56000
478,2,3,3,9,48663,9,51,3,2,1,1,2,5,459,1,2769.94,86000
479,2,2,3,4,81418,14,17,2,1,1,1,1,6,948,1,4778.74,59000
480,1,1,3,9,69906,11,20,2,2,1,2,1,6,582,1,2867.07,61000
481,2,1,3,8,9508,15,92,2,1,1,3,2,4,445,1,2111.63,145000
482,2,2,3,10,38839,7,88,1,3,3,1,2,4,793,1,2709.01,117000
483,1,2,1,10,92269,6,68,1,2,1,3,2,3,720,0,2965.01,94000
484,2,3,5,9,16483,13,85,2,1,2,3,2,5,189,1,872.01,132000
485,2,3,1,4,70203,6,12,1,3,3,3,1,4,688,1,1821.55,30000
486,2,3,3,5,63475,14,58,2,1,3,1,1,3,721,1,4645.57,100000
487,2,1,4,4,25070,13,53,3,2,3,2,2,3,222,0,730.94,92000
488,1,3,4,2,19813,3,50,3,1,2,3,2,2,847,0,1352.05,59000
489,1,2,1,9,13735,13,47,2,3,2,1,2,6,666,1,3760.65,94000
490,2,2,3,8,56639,14,1,3,2,3,3,1,2,287,1,1384.58,51000
491,1,3,5,3,55367,8,96,1,3,3,2,2,3,446,0,805.46,120000
492,1,2,2,5,41585,14,12,3,2,2,2,1,3,619,1,1299.75,54000
493,2,3,1,9,3958,12,30,2,1,2,3,2,2,398,1,132.34,74000
494,2,3,1,3,93779,9,76,3,2,3,1,1,6,790,1,1983.56,103000
495,1,2,3,2,15490,11,36,2,1,1,3,1,5,909,1,3201.32,69000
496,1,1,1,6,88520,2,2,1,2,3,1,1,2,123,1,1745.65,16000
497,1,3,1,10,92973,5,59,2,3,2,1,2,5,769,0,421.21,82000
498,1,3,2,4,29260,2,79,3,2,2,1,2,5,528,0,3695.44,85000
499,1,3,5,4,66618,15,58,3,3,3,3,2,2,615,0,382.92,103000
500,1,1,5,5,65975,7,8,1,1,2,2,1,3,199,0,3253.44,29000
501,2,3,1,10,71186,6,25,3,2,3,3,1,3,798,1,3916.06,51000
502,1,1,4,4,14209,9,90,2,2,3,3,1,1,746,1,2944.81,117000
503,2,2,3,9,24613,12,36,2,3,1,1,1,1,843,1,4394.72,80000
504,2,1,4,4,85736,13,68,1,2,1,3,1,4,201,0,2273.48,107000
505,2,1,2,5,17771,1,16,2,3,2,2,1,2,600,1,4343.52,19000
506,1,1,4,2,66082,14,99,2,2,2,3,2,2,124,0,2156.3,141000
507,2,1,1,10,7691,1,60,1,2,2,3,2,3,275,0,3168.35,71000
508,2,2,4,3,7022,12,16,3,3,3,2,1,6,532,0,3012.14,52000
509,2,2,3,10,33446,14,77,3,1,3,3,1,1,126,1,1922.29,127000
510,1,1,3,5,85823,13,90,1,3,1,2,2,3,452,1,1809.91,129000
511,1,2,1,7,16923,9,65,3,2,1,3,2,3,578,1,1653.33,100000
512,1,2,2,1,62523,6,90,3,1,1,3,2,5,218,1,2207.74,108000
513,2,2,5,2,19307,6,11,2,3,1,1,1,4,199,1,1687.18,29000
514,2,3,4,7,35690,8,29,1,3,1,1,1,2,631,1,4027.86,61000
515,1,2,5,4,6666,9,9,2,3,3,3,1,5,256,1,1606.21,36000
516,1,3,4,8,70434,14,76,3,1,1,1,1,6,386,0,4307.04,126000
517,1,3,2,5,33301,7,82,1,3,1,1,2,5,459,1,4886.26,103000
518,1,2,1,9,62075,3,68,2,2,1,1,1,4,273,0,1492.13,85000
519,2,3,1,9,94605,2,99,1,3,2,1,2,6,466,0,390.07,113000
520,1,2,3,10,61690,8,46,1,2,2,2,1,5,969,1,2494.94,78000
521,2,1,5,8,68723,8,81,2,1,3,3,1,2,464,1,156.41,113000
522,1,3,5,4,33683,1,17,1,3,1,3,1,3,206,0,397.8,20000
523,1,1,3,10,98644,6,69,3,2,1,2,2,6,378,1,778.43,95000
524,1,1,1,8,54460,4,15,1,3,2,1,2,1,712,1,1484.05,35000
525,2,2,2,8,13006,12,39,1,3,2,2,2,1,218,0,2889.93,83000
526,2,1,2,6,98682,3,64,3,2,3,3,1,3,996,1,2093.44,81000
527,1,1,4,10,81443,11,94,2,1,3,3,2,5,133,1,1555.27,135000
528,2,1,5,9,27687,11,86,2,1,2,3,1,5,317,1,4682.83,127000
529,2,1,5,7,48063,2,41,2,3,2,3,1,3,316,1,3627.32,55000
530,2,3,2,6,52073,11,26,2,3,1,2,1,5,280,0,811.7,67000
531,2,1,5,3,20009,8,62,3,2,2,1,2,6,114,1,1813.02,86000
532,2,2,2,2,98885,3,92,1,3,3,2,1,2,246,1,720.64,101000
533,2,2,4,1,17377,13,37,3,1,2,3,2,1,842,0,1192.59,76000
534,1,2,3,6,35376,5,7,3,3,3,3,1,3,946,0,816.97,30000
535,1,2,1,7,61151,7,10,1,2,2,1,1,3,285,0,4879.61,39000
536,1,3,2,7,90326,13,74,3,1,2,2,2,4,281,0,2177.72,121000
537,1,3,3,5,16848,14,12,3,1,2,3,1,1,261,0,2565.95,54000
538,2,1,4,10,43880,9,36,3,2,2,1,1,2,534,0,2535.45,71000
539,1,2,1,1,39925,9,40,1,3,3,2,1,4,202,1,555.86,67000
540,1,1,4,10,9937,10,94,1,3,3,1,2,5,944,0,1762.09,132000
541,1,3,1,4,97446,11,3,1,2,2,2,2,2,654,1,938.61,36000
542,1,2,4,4,34254,9,92,1,1,2,2,1,1,154,0,833.02,119000
543,1,2,1,8,82510,5,31,1,3,3,3,1,4,793,1,4852.45,54000
544,1,2,2,5,65332,11,23,2,1,1,3,1,5,565,1,913.51,56000
545,2,1,3,5,29310,11,18,1,1,2,1,2,2,297,1,1807.66,51000
546,2,1,3,9,27226,14,76,1,2,1,1,1,4,757,1,1489.61,126000
547,1,3,5,4,59378,9,41,2,3,3,2,1,6,341,0,3748.24,68000
548,1,1,4,1,61787,4,74,1,2,2,2,1,3,378,0,3534.12,86000
549,2,3,1,5,44309,3,22,2,3,1,3,1,6,344,1,901.25,31000
550,1,3,5,2,10998,9,15,3,2,3,1,1,4,329,1,1605.07,42000
551,2,2,2,1,18380,14,75,2,3,2,3,2,6,324,1,2831.08,117000
552,1,3,4,8,84987,6,99,1,2,1,1,1,4,957,1,1777.78,125000
553,2,2,2,7,91685,4,22,2,2,2,1,2,2,401,1,3677.92,42000
554,2,2,2,8,52683,10,3,2,2,1,2,1,3,249,0,4652.72,41000
555,2,2,1,4,68161,13,100,3,3,2,1,1,4,386,1,904.12,139000
556,2,2,4,6,88830,9,40,3,3,2,2,2,2,142,1,4314.65,75000
557,1,1,3,4,94766,8,45,2,3,3,1,2,1,907,0,565.13,69000
558,1,1,4,4,40612,7,64,1,2,3,1,2,5,110,0,4396.41,85000
559,1,2,2,3,24738,2,57,3,2,1,1,2,3,928,1,4457.25,63000
560,2,3,1,6,71029,5,95,3,3,2,3,2,5,251,0,1430.16,118000
561,2,1,5,2,86901,5,36,2,1,3,2,2,3,506,1,1229.39,51000
562,1,1,4,8,47174,11,17,1,2,2,2,1,6,467,1,1416.53,58000
563,2,2,4,4,73808,9,34,2,3,2,1,1,1,816,0,4323.72,61000
564,1,1,3,7,73071,5,87,2,2,2,1,2,1,285,0,2112.92,110000
565,2,1,3,5,22699,8,77,1,3,2,1,2,5,740,0,2624.4,101000
566,2,2,5,3,57644,1,64,3,1,1,3,2,1,810,1,4428.17,67000
567,2,3,1,1,68410,11,95,2,2,2,2,2,4,254,0,891.22,128000
568,1,2,3,3,97281,13,85,1,1,2,2,2,5,342,0,2817.63,124000
569,1,3,5,7,43166,4,81,1,3,2,3,1,6,697,0,364.88,101000
570,2,2,1,8,56884,10,24,3,1,3,1,1,6,530,0,3592.83,62000
571,2,3,4,8,86603,12,5,1,2,2,1,2,1,193,0,3096.67,49000
572,1,2,3,8,19820,8,65,2,1,1,2,1,3,383,0,2588.82,97000
573,2,1,1,5,87660,13,52,2,1,2,1,2,3,285,0,3166.3,91000
574,2,3,3,10,43896,11,68,1,3,2,1,2,1,435,1,3612.91,109000
575,1,1,3,2,20867,7,29,1,2,2,2,1,5,341,0,1416.27,50000
576,1,2,3,6,30958,8,34,1,1,2,2,1,5,133,1,1247.21,66000
577,1,3,1,6,52571,9,66,3,2,1,3,1,1,436,1,1811.12,101000
578,2,3,2,1,11962,14,2,3,2,3,1,2,5,499,1,822.5,44000
579,2,2,5,10,85354,2,92,3,1,1,1,1,6,990,1,2104.11,106000
580,2,1,4,6,34078,3,31,3,1,1,2,1,6,858,0,1667.86,48000
581,1,2,2,4,15295,11,40,1,3,2,2,1,1,396,1,2957.85,73000
582,2,2,4,3,78080,5,10,2,2,2,3,1,5,625,1,3549.65,25000
583,2,1,5,10,46436,10,20,2,3,2,2,1,5,528,0,3170.47,58000
584,1,2,1,6,78477,5,60,3,1,2,3,1,5,753,1,3721.11,83000
585,2,2,2,8,96838,14,42,3,1,1,2,1,3,445,1,4083.64,92000
586,2,2,5,6,73177,1,98,2,1,3,1,2,6,433,1,1641.55,109000
587,1,1,1,7,4591,12,77,3,2,2,3,1,2,498,1,2481.86,121000
588,1,3,2,9,34267,2,41,3,1,2,1,2,5,159,0,822.25,55000
589,1,3,1,8,16631,5,95,3,3,1,1,1,5,423,0,2204.62,118000
590,2,3,3,9,98285,2,55,3,3,2,2,2,1,620,0,3369.79,69000
591,2,2,3,10,41683,6,10,1,2,1,1,1,5,633,1,693.71,36000
592,2,2,4,3,33921,3,54,3,1,2,2,2,3,519,0,4202.54,63000
593,1,2,3,4,30551,3,68,1,2,1,1,1,6,620,1,2649.94,77000
594,1,2,2,4,24931,8,49,3,1,3,1,2,3,338,1,4365.83,73000
595,1,2,2,5,15790,5,42,1,2,2,3,2,2,910,0,3047.11,57000
596,2,3,5,1,84519,8,20,1,3,3,1,1,3,814,0,4926.67,44000
597,2,1,3,10,89714,2,60,1,3,3,3,2,1,761,1,734.81,74000
598,1,2,3,4,49077,14,46,2,2,3,3,1,3,973,0,3093.74,88000
599,1,3,4,3,27652,8,54,2,1,3,2,1,2,430,1,3951.61,78000
600,2,1,1,5,38850,10,76,1,3,1,3,2,5,685,0,1284.02,106000
601,1,1,2,3,56495,2,49,2,2,3,1,1,4,690,1,4321.12,55000
602,2,2,1,1,21471,14,100,1,3,3,2,1,4,357,0,112.93,142000
603,1,1,4,1,19506,5,37,3,3,1,2,1,3,737,0,874.08,52000
604,2,1,5,5,44129,2,12,3,2,1,1,2,1,893,1,2084.31,18000
605,1,1,2,3,47464,13,43,2,1,3,3,1,6,609,1,3385.0,82000
606,2,3,2,2,59904,14,21,1,1,3,3,1,3,685,1,170.03,63000
607,1,1,1,2,39760,7,40,1,3,1,1,2,1,237,1,2896.77,61000
608,2,2,1,7,79795,14,97,3,1,1,2,2,3,556,1,399.47,147000
609,1,1,1,6,52730,10,76,2,2,2,2,2,5,845,1,4424.66,114000
610,2,2,5,9,45757,8,68,1,2,3,3,1,1,328,0,601.59,100000
611,1,1,5,6,37246,14,87,2,1,2,1,2,6,984,0,2845.74,137000
612,2,2,4,6,30365,3,84,2,3,3,2,2,6,541,1,4310.69,101000
613,1,2,4,4,88744,14,25,3,1,2,2,2,3,663,0,813.17,67000
614,1,1,4,5,93047,14,73,1,1,3,3,1,1,304,1,3890.31,115000
615,2,1,2,5,43504,1,5,1,2,2,1,2,5,775,0,4670.63,8000
616,1,3,4,8,32779,2,50,1,3,1,3,1,2,814,1,268.56,64000
617,1,3,3,5,30432,11,20,3,3,2,1,2,5,880,0,2963.61,53000
618,2,1,3,5,32522,12,30,2,1,3,2,2,2,198,1,3921.19,66000
619,2,1,2,9,67201,9,50,2,1,2,2,2,1,143,1,1725.63,85000
620,2,3,1,8,12506,1,19,1,2,3,1,2,5,321,0,209.35,30000
621,1,1,1,7,15693,14,62,2,2,3,3,2,4,819,1,3339.21,112000
622,1,2,1,8,3892,6,31,1,3,3,2,1,6,252,0,4204.26,57000
623,1,3,2,9,57566,15,66,3,3,2,1,1,4,584,0,1567.97,119000
624,1,2,2,9,48336,9,91,1,3,2,3,1,5,802,0,1653.07,126000
625,1,3,2,8,78568,12,28,3,1,2,1,2,4,225,0,4764.76,72000
626,2,1,2,7,62051,5,10,2,2,2,2,1,5,454,1,3179.39,33000
627,1,3,1,5,45545,5,70,3,3,2,2,1,1,898,0,1092.88,85000
628,1,1,3,10,43647,2,97,1,2,2,1,2,6,155,1,2100.5,111000
629,2,2,1,2,52802,7,20,3,2,2,3,2,3,653,0,983.45,41000
630,1,3,5,1,16209,1,16,1,2,2,1,1,5,585,1,1259.27,19000
631,2,2,1,5,83087,15,34,2,1,2,3,2,3,860,0,805.3,79000
632,2,2,5,5,50769,4,55,2,1,2,3,1,1,824,1,4097.32,67000
633,1,1,1,8,17665,14,52,1,1,2,3,2,4,326,1,2458.08,102000
634,2,3,2,6,68322,6,42,1,3,1,2,1,6,667,1,3696.25,68000
635,1,2,1,3,75281,13,7,3,3,3,2,1,4,997,1,2486.94,46000
636,2,3,4,9,68634,10,78,2,1,3,1,1,6,207,0,3209.11,116000
637,2,3,1,5,54108,11,52,3,3,1,3,2,1,794,0,2287.31,85000
638,1,3,2,2,59663,7,86,2,1,2,3,1,3,423,1,4329.18,107000
639,2,1,1,7,1115,13,47,3,2,1,1,1,5,542,1,2211.37,94000
640,2,3,2,10,91957,10,51,1,3,3,2,2,3,291,0,4666.43,89000
641,2,3,3,8,30093,10,23,3,3,3,2,2,3,351,1,3004.13,61000
642,2,1,2,9,71826,1,86,1,1,2,2,2,4,403,0,4071.66,97000
643,1,1,2,5,66060,12,48,2,2,3,3,1,1,449,0,3010.42,84000
644,2,3,4,8,99914,10,33,1,2,3,1,2,2,374,1,333.53,71000
645,1,3,4,10,85539,3,78,1,3,3,2,1,6,424,1,3035.87,95000
646,2,1,4,2,62293,3,86,2,2,3,2,2,3,552,1,2278.37,95000
647,1,3,4,9,92544,4,85,1,2,2,2,1,5,549,0,925.58,105000
648,1,2,3,2,25044,14,72,2,1,1,2,2,6,198,1,4342.11,114000
649,2,1,2,10,1572,12,64,3,2,3,3,1,5,608,1,3394.97,108000
650,1,2,5,3,7449,1,79,3,1,1,2,1,1,629,1,4931.09,82000
651,1,1,4,2,80983,13,29,1,1,2,2,2,2,583,1,1994.38,68000
652,2,1,2,2,46892,6,31,3,3,2,2,1,5,295,0,3858.39,49000
653,1,2,2,3,48029,11,19,1,1,1,3,2,4,979,0,548.83,52000
654,1,2,5,4,92704,2,69,3,1,1,2,2,3,400,1,1095.37,75000
655,2,3,2,7,57346,6,61,1,3,2,3,1,1,677,0,2640.88,87000
656,1,1,2,4,43702,2,67,1,1,2,3,1,6,786,1,1828.89,73000
657,1,3,4,2,34529,3,62,1,2,3,3,1,2,304,0,2733.76,71000
658,1,1,3,10,60891,14,98,2,2,1,3,1,6,830,1,3622.54,148000
659,2,3,3,4,70549,15,93,1,1,2,3,2,3,309,0,4936.64,138000
660,1,1,5,1,48387,12,30,1,2,3,3,1,6,606,0,4404.86,66000
661,1,1,3,9,75726,8,82,2,3,2,2,1,1,741,1,1149.89,114000
662,1,2,5,1,60980,6,5,1,1,2,3,1,6,565,1,2302.36,23000
663,2,1,4,4,22814,6,38,2,3,1,2,1,2,249,0,1253.6,56000
664,1,3,3,10,10788,12,70,2,1,3,1,2,3,285,1,2180.89,114000
665,2,3,5,2,54700,11,65,3,3,2,2,1,2,718,1,2973.51,98000
666,1,1,4,1,31129,7,98,3,3,3,2,1,5,783,0,3773.14,119000
667,2,3,1,4,53749,5,68,3,1,1,2,2,6,706,1,540.55,83000
668,2,1,5,10,83815,14,29,3,3,2,2,2,3,658,1,1436.09,79000
669,1,2,3,10,68228,11,59,1,2,2,1,2,5,134,0,3778.56,100000
670,1,3,2,2,50036,4,96,1,3,3,3,2,6,871,0,1201.42,108000
671,2,3,3,10,74036,4,39,2,1,3,3,2,4,554,1,2135.11,59000
672,2,3,5,9,39969,2,45,3,1,3,1,1,4,771,0,3037.35,59000
673,2,2,2,2,67636,2,35,1,2,2,2,1,6,291,1,2626.0,41000
674,1,3,2,1,34283,8,31,2,3,2,3,2,2,103,1,3344.12,55000
675,1,3,2,9,97507,5,64,1,2,1,3,2,6,627,1,1131.74,87000
676,2,2,1,1,4306,13,25,1,2,1,3,2,6,443,1,3675.84,64000
677,1,1,3,8,31776,5,11,1,2,1,3,1,1,316,0,3985.24,34000
678,2,1,3,2,40764,2,14,3,2,2,1,1,1,711,1,2116.31,20000
